minute_id,date,year,institution,keyword,context_snippet,is_climate_change,raw_response
3169,2009-06-12,,Central Bank of Colombia,coal,"in both traditional exports (-21.4% in 2009 vs. 

2 

74.8% in 2008) and in the sales of non-traditional gold-free products (-
14% in 2009 vs.  16% in 2008).  In the group of traditionals, the only 
The product that showed a positive annual rate was coal, while 
ferronickel, petroleum and derivatives and coffee showed reductions originating in 
the fall in their implicit prices and not in the volumes exported (except 
for coffee). 

Except for bananas, non-traditional exports (without gold) to 
The ",False,No
3170,2009-05-15,,Central Bank of Colombia,coal," 

As for external demand, total exports in dollars to 
January fell 13.2% compared to the same month of the previous year. The fall of the 
traditional (14.8%) was slightly higher than that of traditional (13.6%). 
Within the traditional ones, only coal registered an increase (of 88% annually) 
thanks to higher volumes sold.  The lowest values exported in 
the other products (oil and ferronickel) are due to the fall in their prices. 

In the case of non-traditional exports, by destination, sales 
t",False,No
3171,2009-04-03,,Central Bank of Colombia,coal,"trend that began 
in mid-2008.  

2 

As for external demand, total exports in dollars 
increased by 25.5% annually in 2008, with a growth in the traditional 
40.8% and non-traditional 8.3% per year. In the former, the 
of petroleum and derivatives, coal and coffee, with annual rates of 67%, 44% and 
9.9%, respectively.  Exports to Venezuela showed a 
annual growth of 16.9%, with an outstanding dynamic in sales of 
meat (94.3%), yarns and fabrics (93.8%) and base metals (81.1%).  By the 
on the othe",False,No
3173,2009-02-13,,Central Bank of Colombia,coal,"w that private consumption 
continued to weaken, especially in terms of the consumption of 
durable goods.  Similarly, a significant slowdown was observed 
of exports in real pesos, largely as a result of 
falls in the volumes exported of coffee and coal and of lower 
non-traditional exports (textiles, clothing, plastics and machinery) 
aimed especially at the US and Venezuela. The poor performance of these two 
The aggregate accounts explains the lower growth in the third quarter compared to the 
s",False,No
3175,2008-11-07,,Central Bank of Colombia,coal," the country's total exports 
reached a dollar value of US$26,142 million, with a growth 
41% per year. This growth has been led by product sales 
traditional ones, that to that 
favored 
mainly due to high international prices, mainly from 
oil and coal.    On the other hand, exports of non-agricultural products 
traditional ones increased 22% annually between January and August of this year. 

date increased 61% annually, 

- 
By country, so far in the year to August, exports to the United States ",False,no
3178,2008-07-25,,Central Bank of Colombia,coal,"l pesos at the beginning 
- 
of the year.  This expansion occurred despite the appreciation of the exchange rate and 
is due to the strong Venezuelan demand for manufactured products and 
food and increased production of mining products such as 
charcoal. 

Domestic final demand grew at a rate of 5.4% annually during the 
- 
first quarter, which implied a slowdown compared to what was observed in the first quarter. 
2007, but still above the historical average. On the other hand, the growth 
The ann",False,No
3180,2008-06-06,,Central Bank of Colombia,coal,"th higher profitability and market risk. 

Despite the fall in some prices of basic goods, these 
maintain at high levels.  In the case of our main 
export products, some of them continued to increase per month 
of April, as is the case with oil and coal. 

d. Financial Variables 

Monetary aggregates, with the exception of the monetary base,  
maintained the slowdown observed since November of the year 
past.  M3 grew at an annual rate of 13.9%, cash grew at a 
7.51% and liabilities subject to rese",False,No
3181,2008-05-09,,Central Bank of Colombia,oil and gas,"th in imports of capital goods suggests that the 
Private investment remains firm. 

The exchange rate showed an average annual appreciation of 14% 
during the first quarter of the year as an effect, mainly, of the  
foreign direct investment in the oil and gas sectors; 
miner. 

In terms of employment, DANE figures and surveys 

Sectoral data show that it has continued to grow at a high rate.   

2 

c. International context 

Economic activity in the U.S. continued to deteriorate.  The 
indicators relati",False,no
3183,2008-03-07,,Central Bank of Colombia,coal," in commodity prices. In fact 
The latter continued to increase at the beginning of the year and stand at 
all-time highs.  The increases have been significant in the 
agricultural products, including coffee, and other goods 
exported by Colombia as coal and gold. 

c. Financial Variables 

Since September, the M3 has grown by around 18%.  The 
acceleration of deposits through CDT, which in January grew at a 
rate close to 35%.  

The growth of the financial system's portfolio continued 
slowing dow",False,no
3196,2005-09-19,,Central Bank of Hungary,oil and gas,"ust. 

In the US, Hurricane Katrina caused a ""mini crisis"", which, however, overall 
favoured emerging markets.  The devastation caused by the hurricane made the 
refined fuel supply, which led to a significant increase in world prices.  The 
Higher oil and gasoline prices, combined with weaker-than-expected economic data, increase in growth 
have resulted in a temporary deterioration in prospects. Market participants are more likely to believe that 
that the Fed might pause its rate-hiking cycle.  In this",False,No
3238,2008-04-28,,Central Bank of Hungary,coal,"s year 
interest rate reduction.  The ECB also said that 
Their interest rate move could be an increase.  

Regional currencies reach multi-year highs as a result of increasing risk appetite 
strengthened.  The forint exchange rate weakened when the coalition crisis broke out, but 
Following the interest rate hike and favourable investor sentiment, the Polish zloty 
Together they grew stronger.  Market analysts also predicted a price close to current levels for May 
Expect. Implied volatilities also",False,No
3284,2012-06-26,,Central Bank of Hungary,coal,"evelopments in Greece and Spain 
focus of attention.  Greece re-elected austerity 
Parties that seemed more committed to its implementation won, which was basically won 
It was received positively by the markets.  The initial uncertainty surrounding coalition formation and the Greek 
However, due to statements on the partial renegotiation of the programme, 
The market-calming effect proved to be only temporary. In view of subdued market reactions, 
Election outcomes for market participants prefer on",False,No
3285,2012-05-29,,Central Bank of Hungary,coal,"ld of shocks, the French and Greek election results affected financial 
Markets.  Of the two, Greek domestic politics have intensified enormously 
uncertainty worsened market sentiment.  After the May elections, it was not 
He succeeded in forming a coalition capable of governing the two two advocates of continuing austerity 
party, and in the re-elections scheduled for June, it is not excluded that the strict adjustment 
and, as a consequence, the EU/IMF loan programme is also being acquired by rej",False,No
3412,2023-10-24,,Central Bank of Hungary,oil and gas,"rael conflict has created another significant uncertainty in international financial markets 

Cause. Policymakers pointed out that although global trends point to a continuation of disinflation 

Going forward, a renewed and significant increase in oil and gas prices could stall it.  Some councillors 

They warned that core international inflation measures tend to remain slow 

declining, so globally dominant central banks keep tight monetary conditions for longer 

in the term. 

The significant and wide",False,No
3426,2024-04-23,,Central Bank of Hungary,oil and gas," 

It was above last month's figure and expectations.  Weakening global demand and 

Commodity prices at lower levels than in previous years, moderate inflation rates looking ahead; 

direction.  The escalation of the Middle East conflict has caused oil and gas prices to rise, 

and may lead to disruptions in global value chains, which could raise the 

transport costs.  Services are generally observed in the global economy 

persistently high inflation, which dampens disinflation. 

International risk app",False,No
3470,2019-09-16,,National Bank of Ukraine,oil and gas,"h in real wages and robust consumption growth persist. Consumer sentiment is at record highs. There are no clear signals of a slowdown in the growth of wages and consumer demand.
On the other hand, the strengthening of the hryvnia and the decline in oil and gas prices may have a greater disinflationary effect than envisaged by the July macroeconomic forecast.
Inflation and devaluation expectations of households and businesses may also gradually improve as domestic political risks ease, in particular due to",False,No
